striker,bowler,runs,balls
Anirudh Singh,A Kumble,0,2
Anirudh Singh,DW Steyn,11,14
Anirudh Singh,P Kumar,9,6
Ankit Sharma,MM Sharma,8,6
Ankit Sharma,R Ashwin,16,5
Ankit Sharma,S Badree,3,12
Azhar Mahmood,B Kumar,1,3
Azhar Mahmood,BAW Mendis,0,1
Azhar Mahmood,DT Christian,1,1
Azhar Mahmood,JD Unadkat,0,1
Azhar Mahmood,MC Henriques,13,6
Azhar Mahmood,R Dhawan,0,3
Azhar Mahmood,RG Sharma,0,1
Azhar Mahmood,TP Sudhindra,7,2
Azhar Mahmood,UT Yadav,0,1
Azhar Mahmood,Z Khan,2,5
B Chipli,AB Dinda,4,6
B Chipli,AG Murtaza,2,3
B Chipli,B Kumar,2,2
B Chipli,DP Vijaykumar,1,3
B Chipli,GD McGrath,1,9
B Chipli,Harbhajan Singh,1,3
B Chipli,Iqbal Abdulla,4,3
B Chipli,JD Unadkat,6,5
B Chipli,JDP Oram,4,6
B Chipli,L Balaji,1,3
B Chipli,MM Patel,0,3
B Chipli,MS Gony,5,6
B Chipli,PJ Sangwan,2,2
B Chipli,R Vinay Kumar,0,1
B Chipli,RP Singh,13,12
B Chipli,S Sreesanth,0,1
B Chipli,SK Trivedi,4,3
B Chipli,WD Parnell,12,4
B Chipli,YK Pathan,1,4
BA Stokes,A Nortje,3,6
BA Stokes,AJ Tye,0,1
BA Stokes,Arshdeep Singh,18,9
BA Stokes,Basil Thampi,7,7
BA Stokes,CH Morris,14,14
BA Stokes,CJ Jordan,6,3
BA Stokes,DL Chahar,16,11
BA Stokes,Harbhajan Singh,10,4
BA Stokes,I Udana,5,4
BA Stokes,JJ Bumrah,1,1
BA Stokes,JL Pattinson,3,2
BA Stokes,JO Holder,10,5
BA Stokes,JP Faulkner,6,6
BA Stokes,JR Hazlewood,5,4
BA Stokes,K Rabada,11,9
BA Stokes,KH Pandya,10,6
BA Stokes,KK Ahmed,0,1
BA Stokes,M Ashwin,16,6
BA Stokes,MJ McClenaghan,1,1
BA Stokes,Mohammed Shami,10,8
BA Stokes,NA Saini,6,4
BA Stokes,PJ Cummins,11,5
BA Stokes,PJ Sangwan,15,9
BA Stokes,R Ashwin,2,2
BA Stokes,RA Jadeja,1,3
BA Stokes,S Nadeem,2,2
BA Stokes,SN Thakur,4,4
BA Stokes,SR Watson,1,3
BA Stokes,Sandeep Sharma,9,12
BA Stokes,Shivam Mavi,8,7
BA Stokes,TA Boult,21,11
BA Stokes,TU Deshpande,9,4
BA Stokes,V Shankar,2,4
BA Stokes,Washington Sundar,1,4
BB McCullum,A Mishra,6,6
BB McCullum,A Mithun,11,3
BB McCullum,A Nehra,21,25
BB McCullum,A Singh,1,2
BB McCullum,AA Chavan,1,3
BB McCullum,AA Noffke,18,4
BB McCullum,AB Dinda,8,10
BB McCullum,AC Thomas,0,1
BB McCullum,AD Mascarenhas,8,8
BB McCullum,AD Russell,1,5
BB McCullum,AG Murtaza,3,12
BB McCullum,AN Ahmed,2,2
BB McCullum,AR Patel,8,7
BB McCullum,AS Rajpoot,7,3
BB McCullum,Ankit Sharma,20,19
BB McCullum,Anureet Singh,3,3
BB McCullum,B Kumar,21,27
BB McCullum,B Lee,16,15
BB McCullum,BA Bhatt,3,8
BB McCullum,BA Stokes,12,6
BB McCullum,BB Sran,22,12
BB McCullum,BE Hendricks,5,4
BB McCullum,BW Hilfenhaus,11,7
BB McCullum,Bipul Sharma,8,8
BB McCullum,CH Gayle,12,6
BB McCullum,CH Morris,17,11
BB McCullum,CJ Anderson,14,6
BB McCullum,CRD Fernando,6,6
BB McCullum,D Wiese,4,4
BB McCullum,DE Bollinger,21,13
BB McCullum,DJ Bravo,2,6
BB McCullum,DJ Hooda,1,2
BB McCullum,DJ Willey,5,2
BB McCullum,DL Vettori,5,11
BB McCullum,DP Nannes,35,15
BB McCullum,DS Kulkarni,1,4
BB McCullum,DW Steyn,14,13
BB McCullum,FH Edwards,1,2
BB McCullum,GB Hogg,0,1
BB McCullum,HV Patel,1,1
BB McCullum,Harbhajan Singh,14,6
BB McCullum,Harmeet Singh,1,1
BB McCullum,I Sharma,4,5
BB McCullum,IK Pathan,40,38
BB McCullum,Imran Tahir,15,6
BB McCullum,Iqbal Abdulla,5,8
BB McCullum,J Suchith,4,5
BB McCullum,JA Morkel,66,31
BB McCullum,JD Unadkat,12,10
BB McCullum,JDP Oram,28,10
BB McCullum,JH Kallis,12,16
BB McCullum,JJ Bumrah,33,18
BB McCullum,JP Duminy,1,4
BB McCullum,JP Faulkner,5,5
BB McCullum,K Gowtham,4,4
BB McCullum,K Rabada,0,1
BB McCullum,KA Pollard,6,3
BB McCullum,KH Pandya,17,5
BB McCullum,KP Appanna,2,5
BB McCullum,KP Pietersen,0,1
BB McCullum,KV Sharma,17,13
BB McCullum,KW Richardson,30,9
BB McCullum,Kamran Khan,0,3
BB McCullum,Kuldeep Yadav,12,6
BB McCullum,L Balaji,1,2
BB McCullum,L Ngidi,1,2
BB McCullum,LH Ferguson,8,5
BB McCullum,M Ashwin,1,1
BB McCullum,M Kartik,11,9
BB McCullum,M Morkel,35,28
BB McCullum,M Muralitharan,7,6
BB McCullum,MA Starc,18,10
BB McCullum,MG Johnson,31,20
BB McCullum,MJ McClenaghan,14,12
BB McCullum,MM Patel,13,12
BB McCullum,MM Sharma,6,7
BB McCullum,MS Gony,16,7
BB McCullum,Mohammed Shami,10,8
BB McCullum,Mustafizur Rahman,2,6
BB McCullum,ND Doshi,0,1
BB McCullum,NLTC Perera,9,4
BB McCullum,NM Coulter-Nile,19,6
BB McCullum,P Awana,19,11
BB McCullum,P Kumar,23,26
BB McCullum,P Negi,11,10
BB McCullum,P Suyal,1,1
BB McCullum,PJ Cummins,61,23
BB McCullum,PJ Sangwan,6,6
BB McCullum,PP Chawla,31,33
BB McCullum,PV Tambe,17,8
BB McCullum,R Ashwin,10,24
BB McCullum,R McLaren,12,11
BB McCullum,R Vinay Kumar,37,22
BB McCullum,RE van der Merwe,5,5
BB McCullum,RJ Harris,12,12
BB McCullum,RP Singh,33,23
BB McCullum,RR Powar,4,6
BB McCullum,Rashid Khan,2,4
BB McCullum,S Aravind,16,20
BB McCullum,S Badree,1,2
BB McCullum,S Nadeem,29,28
BB McCullum,S Tyagi,27,9
BB McCullum,SB Jakati,2,7
BB McCullum,SJ Srivastava,13,7
BB McCullum,SL Malinga,66,43
BB McCullum,SM Pollock,1,2
BB McCullum,SN Thakur,5,4
BB McCullum,SP Narine,34,22
BB McCullum,SR Watson,11,8
BB McCullum,STR Binny,6,6
BB McCullum,SW Tait,13,6
BB McCullum,Sandeep Sharma,32,28
BB McCullum,Shakib Al Hasan,27,22
BB McCullum,Shivam Mavi,2,3
BB McCullum,TA Boult,32,18
BB McCullum,TG Southee,8,6
BB McCullum,TM Dilshan,1,1
BB McCullum,UT Yadav,45,22
BB McCullum,VR Aaron,14,10
BB McCullum,VS Malik,11,5
BB McCullum,WD Parnell,18,14
BB McCullum,WPUJC Vaas,5,3
BB McCullum,Washington Sundar,1,2
BB McCullum,YA Abdulla,10,10
BB McCullum,YK Pathan,2,5
BB McCullum,YS Chahal,20,22
BB McCullum,Z Khan,67,51
BB Samantray,AB Dinda,0,4
BB Samantray,AD Mathews,7,5
BB Samantray,JP Faulkner,2,6
BB Samantray,PV Tambe,5,3
BB Samantray,SR Watson,2,4
BJ Haddin,J Syed Mohammad,0,4
BJ Haddin,S Aravind,13,5
BJ Haddin,TM Dilshan,5,2
BJ Hodge,A Kumble,0,4
BJ Hodge,A Nehra,0,3
BJ Hodge,A Singh,8,10
BJ Hodge,A Symonds,2,6
BJ Hodge,AA Chavan,14,6
BJ Hodge,AC Thomas,1,3
BJ Hodge,DJ Bravo,5,3
BJ Hodge,DW Steyn,14,7
BJ Hodge,FH Edwards,3,4
BJ Hodge,GR Napier,1,4
BJ Hodge,Harbhajan Singh,6,9
BJ Hodge,Harmeet Singh,1,1
BJ Hodge,I Sharma,1,3
BJ Hodge,IK Pathan,2,4
BJ Hodge,J Botha,1,1
BJ Hodge,JA Morkel,0,2
BJ Hodge,JDP Oram,1,1
BJ Hodge,JH Kallis,7,6
BJ Hodge,Jaskaran Singh,7,6
BJ Hodge,KP Pietersen,3,7
BJ Hodge,M Muralitharan,0,2
BJ Hodge,MM Patel,1,1
BJ Hodge,ND Doshi,14,5
BJ Hodge,P Kumar,7,8
BJ Hodge,Pankaj Singh,14,6
BJ Hodge,RE van der Merwe,1,1
BJ Hodge,RJ Harris,1,2
BJ Hodge,RP Singh,9,5
BJ Hodge,SB Wagh,0,1
BJ Hodge,SK Trivedi,1,6
BJ Hodge,SL Malinga,7,7
BJ Hodge,SR Watson,0,1
BJ Hodge,SW Tait,6,3
BJ Hodge,UT Yadav,8,6
BJ Hodge,VS Malik,7,7
BJ Hodge,WD Parnell,1,2
BJ Hodge,WPUJC Vaas,0,1
BJ Hodge,YA Abdulla,0,2
BJ Hodge,YK Pathan,2,3
BJ Hodge,Z Khan,6,10
BMAJ Mendis,MM Sharma,1,2
BR Dunk,AB Dinda,11,5
BR Dunk,B Kumar,1,7
BR Dunk,DJG Sammy,5,3
BR Dunk,DW Steyn,5,3
BR Dunk,HV Patel,0,1
BR Dunk,KV Sharma,10,5
BR Dunk,MA Starc,7,8
BR Dunk,Sandeep Sharma,5,4
C Madan,A Mishra,0,3
C Madan,A Nehra,13,11
C Madan,AB McDonald,0,1
C Madan,PJ Sangwan,9,6
C Munro,B Kumar,6,7
C Munro,BB Sran,11,7
C Munro,DJ Hooda,6,5
C Munro,DL Chahar,6,6
C Munro,DS Kulkarni,0,1
C Munro,Harbhajan Singh,9,8
C Munro,KK Ahmed,22,9
C Munro,KM Asif,14,5
C Munro,KS Williamson,5,3
C Munro,Kuldeep Yadav,8,4
C Munro,L Ngidi,1,7
C Munro,MG Johnson,1,1
C Munro,MM Sharma,2,2
C Munro,Mujeeb Ur Rahman,0,1
C Munro,Mustafizur Rahman,2,3
C Munro,PP Chawla,9,3
C Munro,R Ashwin,2,3
C Munro,SP Narine,10,5
C Munro,SR Watson,11,4
C Munro,Sandeep Sharma,8,6
C Munro,Shivam Mavi,4,2
C de Grandhomme,Z Khan,1,2
CA Ingram,DE Bollinger,1,2
CA Ingram,HH Pandya,2,2
CA Ingram,Harbhajan Singh,1,1
CA Ingram,JJ Bumrah,1,2
CA Ingram,MJ McClenaghan,4,2
CA Ingram,R Ashwin,10,8
CA Ingram,SL Malinga,0,1
CA Lynn,A Choudhary,14,6
CA Lynn,AJ Tye,17,6
CA Lynn,AR Patel,9,3
CA Lynn,AS Rajpoot,9,5
CA Lynn,Arshdeep Singh,22,8
CA Lynn,B Kumar,38,29
CA Lynn,B Stanlake,9,6
CA Lynn,BA Stokes,7,10
CA Lynn,BB Sran,13,8
CA Lynn,CH Morris,15,12
CA Lynn,CR Woakes,4,5
CA Lynn,CV Varun,1,1
CA Lynn,DL Chahar,28,20
CA Lynn,DS Kulkarni,26,12
CA Lynn,DW Steyn,1,2
CA Lynn,GJ Maxwell,0,1
CA Lynn,HV Patel,1,3
CA Lynn,Harbhajan Singh,2,3
CA Lynn,Imran Tahir,5,2
CA Lynn,JA Morkel,11,8
CA Lynn,JC Archer,24,17
CA Lynn,JD Unadkat,5,2
CA Lynn,JJ Bumrah,31,18
CA Lynn,K Gowtham,8,14
CA Lynn,K Rabada,6,3
CA Lynn,KA Jamieson,1,6
CA Lynn,KH Pandya,14,19
CA Lynn,KK Ahmed,10,5
CA Lynn,KV Sharma,2,2
CA Lynn,L Ngidi,12,6
CA Lynn,MA Starc,1,1
CA Lynn,MG Johnson,13,11
CA Lynn,MJ Henry,22,9
CA Lynn,MJ McClenaghan,51,32
CA Lynn,MJ Santner,1,1
CA Lynn,MM Sharma,10,8
CA Lynn,MS Gony,12,6
CA Lynn,Mohammed Shami,12,14
CA Lynn,Mujeeb Ur Rahman,9,9
CA Lynn,NA Saini,1,2
CA Lynn,P Kumar,5,3
CA Lynn,R Ashwin,13,7
CA Lynn,RA Jadeja,11,10
CA Lynn,RD Chahar,12,6
CA Lynn,Rashid Khan,1,1
CA Lynn,S Aravind,2,4
CA Lynn,S Badree,1,2
CA Lynn,S Kaul,39,21
CA Lynn,S Kaushik,4,3
CA Lynn,S Lamichhane,1,1
CA Lynn,S Nadeem,16,8
CA Lynn,SL Malinga,32,18
CA Lynn,SN Thakur,9,9
CA Lynn,SR Watson,9,5
CA Lynn,STR Binny,9,3
CA Lynn,Sandeep Sharma,14,17
CA Lynn,Shakib Al Hasan,8,8
CA Lynn,TA Boult,17,14
CA Lynn,TG Southee,46,22
CA Lynn,UT Yadav,12,6
CA Lynn,VR Aaron,6,8
CA Lynn,YS Chahal,65,42
CA Pujara,A Nehra,11,7
CA Pujara,A Symonds,9,6
CA Pujara,AB Dinda,0,1
CA Pujara,Azhar Mahmood,8,9
CA Pujara,B Kumar,1,6
CA Pujara,B Lee,6,6
CA Pujara,CJ Anderson,4,3
CA Pujara,DAJ Bracewell,1,1
CA Pujara,DS Kulkarni,4,5
CA Pujara,DW Steyn,13,7
CA Pujara,Harmeet Singh,10,4
CA Pujara,IK Pathan,13,17
CA Pujara,JA Morkel,8,6
CA Pujara,JH Kallis,0,3
CA Pujara,JJ Bumrah,7,7
CA Pujara,JP Faulkner,4,3
CA Pujara,Jaskaran Singh,4,6
CA Pujara,KV Sharma,4,3
CA Pujara,KW Richardson,3,5
CA Pujara,Kamran Khan,6,5
CA Pujara,L Balaji,2,7
CA Pujara,M Morkel,15,12
CA Pujara,MA Starc,3,10
CA Pujara,MG Neser,5,3
CA Pujara,MM Patel,9,5
CA Pujara,MM Sharma,1,1
CA Pujara,MS Gony,13,8
CA Pujara,P Awana,1,3
CA Pujara,P Kumar,3,6
CA Pujara,PV Tambe,1,2
CA Pujara,R Ashwin,1,2
CA Pujara,RP Singh,5,7
CA Pujara,S Kaul,4,4
CA Pujara,SK Trivedi,1,2
CA Pujara,SMSM Senanayake,3,7
CA Pujara,SR Watson,4,6
CA Pujara,SW Tait,8,5
CA Pujara,Sandeep Sharma,11,10
CA Pujara,UT Yadav,7,6
CA Pujara,VR Aaron,1,3
CA Pujara,WPUJC Vaas,9,7
CA Pujara,Z Khan,11,10
CH Gayle,A Chandila,15,9
CH Gayle,A Kumble,1,3
CH Gayle,A Mishra,3,5
CH Gayle,A Nehra,38,25
CH Gayle,A Singh,7,4
CH Gayle,A Symonds,0,2
CH Gayle,AB Dinda,16,11
CH Gayle,AB McDonald,23,9
CH Gayle,AC Thomas,16,14
CH Gayle,AD Mascarenhas,23,13
CH Gayle,AD Mathews,2,2
CH Gayle,AD Russell,48,32
CH Gayle,AJ Tye,1,2
CH Gayle,AN Ahmed,25,7
CH Gayle,AR Patel,2,4
CH Gayle,AS Joseph,1,2
CH Gayle,Anand Rajan,5,4
CH Gayle,Anureet Singh,3,4
CH Gayle,Azhar Mahmood,2,3
CH Gayle,B Kumar,107,73
CH Gayle,B Lee,46,24
CH Gayle,BA Stokes,4,4
CH Gayle,BAW Mendis,2,5
CH Gayle,BB Sran,29,14
CH Gayle,BCJ Cutting,16,10
CH Gayle,BE Hendricks,3,2
CH Gayle,Basil Thampi,9,8
CH Gayle,CH Morris,44,36
CH Gayle,CJ Jordan,17,9
CH Gayle,DE Bollinger,19,9
CH Gayle,DJ Bravo,14,17
CH Gayle,DJ Muthuswami,14,6
CH Gayle,DL Chahar,29,20
CH Gayle,DL Vettori,1,1
CH Gayle,DP Nannes,6,10
CH Gayle,DR Sams,1,2
CH Gayle,DS Kulkarni,59,43
CH Gayle,DW Steyn,50,46
CH Gayle,FH Edwards,0,4
CH Gayle,GB Hogg,12,5
CH Gayle,GH Vihari,1,2
CH Gayle,GJ Maxwell,20,6
CH Gayle,GR Napier,2,2
CH Gayle,HF Gurney,2,4
CH Gayle,HH Pandya,25,8
CH Gayle,Harbhajan Singh,36,28
CH Gayle,I Sharma,36,19
CH Gayle,IC Pandey,21,7
CH Gayle,IK Pathan,36,25
CH Gayle,Imran Tahir,6,4
CH Gayle,J Botha,22,14
CH Gayle,J Theron,5,2
CH Gayle,J Yadav,1,4
CH Gayle,JA Morkel,4,5
CH Gayle,JC Archer,15,17
CH Gayle,JD Unadkat,44,18
CH Gayle,JDP Oram,2,4
CH Gayle,JE Taylor,2,2
CH Gayle,JH Kallis,2,7
CH Gayle,JJ Bumrah,14,31
CH Gayle,JO Holder,28,10
CH Gayle,JP Behrendorff,23,7
CH Gayle,JP Duminy,18,12
CH Gayle,JP Faulkner,14,12
CH Gayle,JPR Scantlebury-Searles,6,3
CH Gayle,Jaskaran Singh,5,5
CH Gayle,K Gowtham,2,8
CH Gayle,K Upadhyay,15,10
CH Gayle,KC Cariappa,22,9
CH Gayle,KJ Abbott,18,5
CH Gayle,KK Ahmed,4,3
CH Gayle,KP Pietersen,10,6
CH Gayle,KV Sharma,0,1
CH Gayle,KW Richardson,1,2
CH Gayle,Kamran Khan,37,14
CH Gayle,Kartik Tyagi,14,6
CH Gayle,L Balaji,9,10
CH Gayle,L Ngidi,1,4
CH Gayle,LH Ferguson,11,8
CH Gayle,M Morkel,55,41
CH Gayle,M Prasidh Krishna,13,9
CH Gayle,MC Henriques,1,2
CH Gayle,MF Maharoof,5,3
CH Gayle,MG Johnson,51,27
CH Gayle,MG Neser,13,3
CH Gayle,MJ McClenaghan,56,45
CH Gayle,MM Patel,16,12
CH Gayle,MM Sharma,6,5
CH Gayle,MN Samuels,1,2
CH Gayle,MR Marsh,28,6
CH Gayle,MS Gony,33,10
CH Gayle,Mohammad Nabi,8,7
CH Gayle,Mohammed Shami,28,18
CH Gayle,Mohammed Siraj,24,6
CH Gayle,Mustafizur Rahman,1,2
CH Gayle,N Rana,0,1
CH Gayle,NA Saini,14,10
CH Gayle,NB Singh,8,8
CH Gayle,NLTC Perera,3,3
CH Gayle,NM Coulter-Nile,28,27
CH Gayle,P Awana,18,15
CH Gayle,P Kumar,77,72
CH Gayle,P Parameswaran,37,7
CH Gayle,P Suyal,22,7
CH Gayle,PJ Cummins,9,10
CH Gayle,PJ Sangwan,8,3
CH Gayle,PP Chawla,8,5
CH Gayle,PV Tambe,9,5
CH Gayle,Pankaj Singh,7,6
CH Gayle,Parvez Rasool,2,5
CH Gayle,R Ashwin,37,50
CH Gayle,R Dhawan,3,3
CH Gayle,R McLaren,31,14
CH Gayle,R Shukla,0,3
CH Gayle,R Vinay Kumar,0,3
CH Gayle,RA Jadeja,7,3
CH Gayle,RE van der Merwe,9,5
CH Gayle,RJ Harris,29,16
CH Gayle,RP Singh,37,26
CH Gayle,RR Powar,3,3
CH Gayle,Rashid Khan,13,7
CH Gayle,S Badree,3,7
CH Gayle,S Dhawan,1,1
CH Gayle,S Kaul,7,8
CH Gayle,S Lamichhane,16,6
CH Gayle,S Sandeep Warrier,10,6
CH Gayle,S Sreesanth,17,7
CH Gayle,SJ Srivastava,9,12
CH Gayle,SL Malinga,52,64
CH Gayle,SMSM Senanayake,8,9
CH Gayle,SN Thakur,9,4
CH Gayle,SP Narine,24,31
CH Gayle,SR Watson,9,19
CH Gayle,SW Tait,17,11
CH Gayle,Sandeep Sharma,52,54
CH Gayle,Shakib Al Hasan,5,3
CH Gayle,Shivam Mavi,9,7
CH Gayle,TA Boult,9,6
CH Gayle,TG Southee,43,23
CH Gayle,TL Suman,2,2
CH Gayle,TU Deshpande,26,7
CH Gayle,UT Yadav,46,44
CH Gayle,V Pratap Singh,4,4
CH Gayle,VR Aaron,24,16
CH Gayle,YA Abdulla,20,14
CH Gayle,YK Pathan,19,19
CH Gayle,Z Khan,21,34
CH Morris,B Laughlin,13,5
CH Morris,JD Unadkat,5,2
CJ Anderson,A Nehra,5,8
CJ Anderson,B Kumar,2,5
CJ Anderson,DS Kulkarni,7,3
CJ Anderson,DW Steyn,0,4
CJ Anderson,Harbhajan Singh,5,2
CJ Anderson,IC Pandey,0,1
CJ Anderson,JJ Bumrah,1,1
CJ Anderson,JP Duminy,7,8
CJ Anderson,JP Faulkner,2,2
CJ Anderson,KK Cooper,1,1
CJ Anderson,M Morkel,0,4
CJ Anderson,MG Johnson,0,4
CJ Anderson,MJ McClenaghan,1,4
CJ Anderson,Mohammed Shami,5,3
CJ Anderson,R Ashwin,5,5
CJ Anderson,SL Malinga,4,5
CJ Anderson,SR Watson,11,4
CJ Ferguson,A Chandila,6,7
CJ Ferguson,B Lee,0,2
CJ Ferguson,Iqbal Abdulla,1,3
CJ Ferguson,JH Kallis,5,4
CJ Ferguson,MM Patel,0,1
CJ Ferguson,PP Ojha,1,2
CJ Ferguson,SR Watson,1,2
CJ Ferguson,SW Tait,3,2
CJ Ferguson,YK Pathan,0,1
CL White,A Mishra,1,6
CL White,A Nehra,5,4
CL White,AB Agarkar,0,1
CL White,AB Dinda,1,1
CL White,AC Thomas,4,4
CL White,Azhar Mahmood,2,4
CL White,B Kumar,4,6
CL White,BW Hilfenhaus,1,1
CL White,DJ Bravo,9,3
CL White,Iqbal Abdulla,0,1
CL White,JA Morkel,3,5
CL White,JD Unadkat,6,6
CL White,JO Holder,2,1
CL White,JP Faulkner,1,2
CL White,L Balaji,7,6
CL White,MC Henriques,2,5
CL White,MF Maharoof,3,5
CL White,MM Patel,5,3
CL White,MM Sharma,0,2
CL White,MN Samuels,4,4
CL White,P Parameswaran,0,2
CL White,PP Chawla,0,2
CL White,R Ashwin,5,3
CL White,R Vinay Kumar,1,3
CL White,S Sreesanth,0,1
CL White,SL Malinga,0,2
CL White,SMSM Senanayake,7,8
CL White,SP Narine,2,3
CL White,SR Watson,5,3
CL White,Sandeep Sharma,4,3
CL White,Sohail Tanvir,2,7
CL White,VR Aaron,0,1
CL White,VS Malik,7,6
CL White,WD Parnell,4,1
CM Gautam,A Nehra,2,3
CM Gautam,AB Dinda,1,1
CM Gautam,B Kumar,0,2
CM Gautam,DW Steyn,1,1
CM Gautam,HV Patel,14,7
CM Gautam,JP Faulkner,2,2
CM Gautam,L Balaji,3,3
CM Gautam,M Morkel,2,5
CM Gautam,MA Starc,6,4
CM Gautam,MG Johnson,2,2
CM Gautam,MM Sharma,2,2
CM Gautam,S Badree,9,8
CM Gautam,SR Watson,0,1
CM Gautam,Sandeep Sharma,19,12
CM Gautam,UT Yadav,8,5
CM Gautam,VR Aaron,7,6
D Padikkal,A Nortje,12,6
D Padikkal,AD Russell,1,1
D Padikkal,Arshdeep Singh,8,5
D Padikkal,B Kumar,7,9
D Padikkal,CV Varun,6,3
D Padikkal,DL Chahar,13,13
D Padikkal,DR Sams,1,2
D Padikkal,GJ Maxwell,1,3
D Padikkal,JC Archer,8,8
D Padikkal,JD Unadkat,15,6
D Padikkal,JJ Bumrah,9,5
D Padikkal,JL Pattinson,16,10
D Padikkal,JO Holder,4,5
D Padikkal,K Rabada,7,6
D Padikkal,KH Pandya,9,3
D Padikkal,Kartik Tyagi,10,5
D Padikkal,M Prasidh Krishna,21,11
D Padikkal,MJ Santner,5,3
D Padikkal,MR Marsh,5,2
D Padikkal,Mohammed Shami,10,5
D Padikkal,Monu Kumar,1,3
D Padikkal,PJ Cummins,20,19
D Padikkal,R Ashwin,5,6
D Padikkal,RD Chahar,1,1
D Padikkal,S Gopal,12,12
D Padikkal,SM Curran,20,19
D Padikkal,SN Thakur,6,5
D Padikkal,SS Cottrell,1,2
D Padikkal,Sandeep Sharma,16,18
D Padikkal,T Natarajan,12,6
D Padikkal,TA Boult,12,9
D Padikkal,TK Curran,11,6
D Padikkal,V Shankar,1,2
DA Miller,BW Hilfenhaus,0,4
DA Miller,CH Morris,1,1
DA Miller,DL Chahar,5,4
DA Miller,HV Patel,1,1
DA Miller,J Suchith,3,2
DA Miller,JD Unadkat,1,4
DA Miller,K Rabada,4,1
DA Miller,L Ngidi,2,2
DA Miller,MA Starc,2,4
DA Miller,Mohammed Shami,12,6
DA Miller,Mustafizur Rahman,0,1
DA Miller,NM Coulter-Nile,2,3
DA Miller,PJ Cummins,1,2
DA Miller,R Ashwin,1,1
DA Miller,R Vinay Kumar,2,4
DA Miller,RE van der Merwe,1,2
DA Miller,S Aravind,9,11
DA Miller,SR Watson,0,1
DA Miller,UT Yadav,5,6
DA Miller,YS Chahal,15,6
DA Miller,Z Khan,0,2
DA Warner,A Ashish Reddy,20,6
DA Warner,A Choudhary,11,4
DA Warner,A Kumble,1,1
DA Warner,A Mithun,6,4
DA Warner,A Nehra,25,14
DA Warner,A Nortje,28,16
DA Warner,A Singh,1,5
DA Warner,AB Agarkar,8,4
DA Warner,AB Dinda,22,30
DA Warner,AC Thomas,34,16
DA Warner,AF Milne,22,7
DA Warner,AN Ahmed,13,9
DA Warner,AR Patel,30,13
DA Warner,AS Joseph,0,1
DA Warner,AS Rajpoot,16,15
DA Warner,Anureet Singh,23,15
DA Warner,Arshdeep Singh,20,13
DA Warner,Azhar Mahmood,10,5
DA Warner,B Kumar,1,3
DA Warner,B Lee,25,22
DA Warner,BA Stokes,14,7
DA Warner,BE Hendricks,7,2
DA Warner,BJ Hodge,5,4
DA Warner,BW Hilfenhaus,2,11
DA Warner,CH Gayle,14,11
DA Warner,CH Morris,30,26
DA Warner,CK Langeveldt,22,10
DA Warner,CR Brathwaite,3,4
DA Warner,CR Woakes,11,4
DA Warner,CRD Fernando,9,5
DA Warner,D Wiese,5,3
DA Warner,DE Bollinger,9,6
DA Warner,DJ Bravo,0,3
DA Warner,DJ Hooda,8,4
DA Warner,DJ Hussey,5,5
DA Warner,DJ Muthuswami,20,8
DA Warner,DL Chahar,48,43
DA Warner,DR Smith,5,3
DA Warner,DS Kulkarni,54,54
DA Warner,DT Christian,8,5
DA Warner,DW Steyn,47,37
DA Warner,GJ Maxwell,13,8
DA Warner,Gurkeerat Singh,5,4
DA Warner,HF Gurney,13,10
DA Warner,HV Patel,53,24
DA Warner,Harbhajan Singh,55,44
DA Warner,Harmeet Singh,6,6
DA Warner,I Sharma,53,48
DA Warner,Imran Tahir,16,7
DA Warner,J Botha,15,13
DA Warner,J Yadav,59,39
DA Warner,JA Morkel,34,21
DA Warner,JC Archer,13,16
DA Warner,JD Unadkat,11,17
DA Warner,JH Kallis,23,19
DA Warner,JJ Bumrah,26,19
DA Warner,JL Pattinson,19,11
DA Warner,JO Holder,9,3
DA Warner,JP Behrendorff,8,6
DA Warner,JP Duminy,5,5
DA Warner,JP Faulkner,24,17
DA Warner,JW Hastings,25,10
DA Warner,Joginder Sharma,0,1
DA Warner,K Gowtham,10,4
DA Warner,K Rabada,52,28
DA Warner,KC Cariappa,18,5
DA Warner,KH Pandya,2,3
DA Warner,KJ Abbott,10,5
DA Warner,KW Richardson,18,10
DA Warner,Kartik Tyagi,0,2
DA Warner,Kuldeep Yadav,10,7
DA Warner,L Balaji,11,12
DA Warner,LH Ferguson,6,3
DA Warner,LR Shukla,1,1
DA Warner,M Ashwin,1,1
DA Warner,M Morkel,30,21
DA Warner,M Muralitharan,6,7
DA Warner,M Prasidh Krishna,15,12
DA Warner,M Vijay,5,3
DA Warner,MA Starc,15,12
DA Warner,MC Henriques,18,10
DA Warner,MG Johnson,33,15
DA Warner,MJ McClenaghan,23,20
DA Warner,MM Ali,5,2
DA Warner,MM Sharma,72,38
DA Warner,MP Stoinis,14,8
DA Warner,MR Marsh,4,2
DA Warner,MS Gony,6,5
DA Warner,Mohammed Shami,54,37
DA Warner,Mohammed Siraj,12,9
DA Warner,Mujeeb Ur Rahman,24,14
DA Warner,NA Saini,2,6
DA Warner,NM Coulter-Nile,40,36
DA Warner,O Thomas,9,6
DA Warner,P Awana,5,6
DA Warner,P Kumar,122,81
DA Warner,PJ Cummins,8,10
DA Warner,PJ Sangwan,18,12
DA Warner,PP Chawla,8,7
